user_id,media_source,version,CPI,dt
a9f74d37,Google Adwords,0.4,0.085,2022-10-31
07c976d3,Google Adwords,0.4,0.085,2022-10-28
078fc813,Facebook Ads,0.4,0.15,2022-10-19
d5173c5f,Facebook Ads,0.4,0.15,2022-10-24
813bab2f,Facebook Ads,0.4,0.15,2022-10-31
45c983ad,Facebook Ads,0.4,0.15,2022-10-28
88053b21,Google Adwords,0.4,0.085,2022-10-31
07a8035e,Facebook Ads,0.3,0.34,2022-10-12
772b36b2,Google Adwords,0.4,0.085,2022-10-26
1e8b83af,Google Adwords,0.3,0.085,2022-10-04
4a134963,Facebook Ads,0.3,0.34,2022-10-08
21043c62,Google Adwords,0.3,0.085,2022-10-01
f7d2efa3,Google Adwords,0.4,0.085,2022-10-31
f18ae62d,Facebook Ads,0.3,0.34,2022-10-12
2b177df2,organic,0.3,,2022-10-12
c04fcaa2,Google Adwords,0.4,0.085,2022-10-22
fdc96c3a,Google Adwords,0.4,0.085,2022-10-25
c182265b,Google Adwords,0.3,0.085,2022-10-10
d549bcba,Google Adwords,0.4,0.085,2022-10-29
958f4dd9,Facebook Ads,0.3,0.34,2022-10-11
61b94d15,Facebook Ads,0.4,0.15,2022-10-29
77e767e3,Google Adwords,0.3,0.085,2022-10-15
8a82e8b9,Google Adwords,0.4,0.085,2022-10-22
dfab91ad,Google Adwords,0.3,0.085,2022-10-06
c0979e6c,Facebook Ads,0.3,0.34,2022-10-05
f26e4d38,Google Adwords,0.3,0.085,2022-10-03
bcbbeb90,Google Adwords,0.4,0.085,2022-10-24
6fca5fc6,organic,0.3,,2022-10-01
168151ff,organic,0.4,,2022-10-23
87f4ddd3,Google Adwords,0.3,0.085,2022-10-04
0f3d26ee,Google Adwords,0.4,0.085,2022-10-27
00ffaa98,Google Adwords,0.4,0.085,2022-10-23
e1c6b4fb,Google Adwords,0.3,0.085,2022-10-01
fbb55cf4,organic,0.4,,2022-10-16
9582bf71,Google Adwords,0.4,0.085,2022-10-25
304b0858,Google Adwords,0.3,0.085,2022-10-13
b07769ec,Google Adwords,0.4,0.085,2022-10-25
92e9adc7,organic,0.3,,2022-10-09
6910d37a,organic,0.4,,2022-10-29
e63676ad,Google Adwords,0.3,0.085,2022-10-03
05cb03d4,Facebook Ads,0.4,0.15,2022-10-24
aef06d32,Google Adwords,0.3,0.085,2022-10-08
ac1a087c,Facebook Ads,0.4,0.15,2022-10-22
cd314ad5,Facebook Ads,0.3,0.34,2022-10-04
0524e881,Google Adwords,0.3,0.085,2022-10-02
871ce4b3,organic,0.3,,2022-10-14
ed7e9e6a,Google Adwords,0.3,0.085,2022-10-09
3b1ae45b,Facebook Ads,0.3,0.34,2022-10-13
b8a06e1d,Google Adwords,0.4,0.085,2022-10-29
56e1d1c1,organic,0.4,,2022-10-25
7349c566,Facebook Ads,0.3,0.34,2022-10-09
43f6dfbe,Facebook Ads,0.4,0.15,2022-10-21
1af18e9c,Facebook Ads,0.4,0.15,2022-10-23
e8db99b5,organic,0.4,,2022-10-25
39b1f432,Google Adwords,0.4,0.085,2022-10-17
bc6f4d26,Google Adwords,0.4,0.085,2022-10-27
a83f3eaa,Google Adwords,0.3,0.085,2022-10-02
a65560be,Google Adwords,0.4,0.085,2022-10-31
a8fdab4c,Google Adwords,0.4,0.085,2022-10-22
5b9d12fa,Facebook Ads,0.4,0.15,2022-10-31
a7e3f605,Facebook Ads,0.3,0.34,2022-10-05
c6fb91ea,Facebook Ads,0.4,0.15,2022-10-16
0767864b,Facebook Ads,0.3,0.34,2022-10-13
ffec2bf7,Google Adwords,0.3,0.085,2022-10-01
50fd2d07,Google Adwords,0.4,0.085,2022-10-25
662c08ea,Google Adwords,0.4,0.085,2022-10-16
646395fc,Google Adwords,0.3,0.085,2022-10-13
a885c8d8,Facebook Ads,0.3,0.34,2022-10-02
f686d8e0,Google Adwords,0.3,0.085,2022-10-10
ce35bf8b,Facebook Ads,0.3,0.34,2022-10-04
3dcacd86,Google Adwords,0.4,0.085,2022-10-29
1ca6a935,Facebook Ads,0.4,0.15,2022-10-27
13dea23b,Google Adwords,0.4,0.085,2022-10-19
ead38fa3,Google Adwords,0.4,0.085,2022-10-22
e5554541,Google Adwords,0.4,0.085,2022-10-17
57918e7b,Google Adwords,0.3,0.085,2022-10-05
ad26f60b,Facebook Ads,0.4,0.15,2022-10-28
bba995d2,Facebook Ads,0.3,0.34,2022-10-10
e846fdb8,organic,0.3,,2022-10-14
50396d45,Google Adwords,0.3,0.085,2022-10-08
f303ae47,Google Adwords,0.3,0.085,2022-10-09
9040fcb7,organic,0.3,,2022-10-12
79869850,Google Adwords,0.4,0.085,2022-10-19
8f7c125e,organic,0.4,,2022-10-31
b0992dbe,Google Adwords,0.4,0.085,2022-10-29
354cfa1b,Google Adwords,0.4,0.085,2022-10-29
9f4ce04e,Facebook Ads,0.4,0.15,2022-10-30
3d93eb6a,Google Adwords,0.3,0.085,2022-10-12
b219063a,Google Adwords,0.4,0.085,2022-10-18
49b2ecc9,Facebook Ads,0.3,0.34,2022-10-15
41289538,Google Adwords,0.4,0.085,2022-10-19
d51a42cf,Facebook Ads,0.3,0.34,2022-10-04
f1aed076,Google Adwords,0.4,0.085,2022-10-26
0736bf01,Google Adwords,0.4,0.085,2022-10-22
816d70a8,Google Adwords,0.4,0.085,2022-10-20
ec0e7431,Google Adwords,0.4,0.085,2022-10-21
62c39708,Google Adwords,0.3,0.085,2022-10-01
7b3ceb1a,Facebook Ads,0.3,0.34,2022-10-04
2d32f1d0,Google Adwords,0.3,0.085,2022-10-09
af3f83a4,Google Adwords,0.4,0.085,2022-10-22
753a5634,Facebook Ads,0.3,0.34,2022-10-05
3cae2d25,Google Adwords,0.3,0.085,2022-10-06
7961c119,Google Adwords,0.4,0.085,2022-10-16
b7a1aeae,organic,0.3,,2022-10-03
d0f7d3b6,Google Adwords,0.3,0.085,2022-10-12
b30dc2f3,organic,0.3,,2022-10-09
df92a3c6,Facebook Ads,0.3,0.34,2022-10-14
6cc901e0,Facebook Ads,0.4,0.15,2022-10-22
3fe08a25,Google Adwords,0.4,0.085,2022-10-19
9c74765c,Facebook Ads,0.3,0.34,2022-10-14
2433b492,organic,0.3,,2022-10-14
72ac0016,Google Adwords,0.3,0.085,2022-10-01
371dcace,Facebook Ads,0.4,0.15,2022-10-20
93c30a1c,Facebook Ads,0.4,0.15,2022-10-20
f1a8c7c6,organic,0.4,,2022-10-30
f7622286,Facebook Ads,0.3,0.34,2022-10-06
e16e07ee,Facebook Ads,0.4,0.15,2022-10-26
bcc1ebb7,Google Adwords,0.4,0.085,2022-10-20
4dd0a67a,organic,0.3,,2022-10-04
b26f985a,Facebook Ads,0.3,0.34,2022-10-11
0a33ab4b,Facebook Ads,0.4,0.15,2022-10-27
b6ee6245,Facebook Ads,0.3,0.34,2022-10-06
b0ee4778,Google Adwords,0.4,0.085,2022-10-28
86824f64,Facebook Ads,0.4,0.15,2022-10-21
64353b79,Google Adwords,0.3,0.085,2022-10-12
246f92be,Facebook Ads,0.4,0.15,2022-10-19
b4caf5cd,Facebook Ads,0.4,0.15,2022-10-23
274c309c,Facebook Ads,0.3,0.34,2022-10-12
508be1ce,Google Adwords,0.3,0.085,2022-10-05
0ce25fb1,Google Adwords,0.4,0.085,2022-10-18
8ec6c6e2,organic,0.4,,2022-10-28
b35e142b,Google Adwords,0.4,0.085,2022-10-22
75027853,Google Adwords,0.4,0.085,2022-10-24
0f7d8fa2,Google Adwords,0.4,0.085,2022-10-18
840be259,organic,0.4,,2022-10-20
09554ddd,Google Adwords,0.4,0.085,2022-10-28
764ce0ba,Google Adwords,0.3,0.085,2022-10-13
10b0bcf1,organic,0.3,,2022-10-13
9619beac,Google Adwords,0.3,0.085,2022-10-03
a8184838,Google Adwords,0.4,0.085,2022-10-24
60a90a4c,organic,0.4,,2022-10-30
6ea5e5db,Facebook Ads,0.4,0.15,2022-10-19
a3e8f4fe,Google Adwords,0.3,0.085,2022-10-12
018ef372,Google Adwords,0.3,0.085,2022-10-04
2d2cea81,Facebook Ads,0.4,0.15,2022-10-28
8ee59c58,Google Adwords,0.3,0.085,2022-10-06
4f051886,Facebook Ads,0.4,0.15,2022-10-29
7bd394c8,Facebook Ads,0.4,0.15,2022-10-16
a2282d66,organic,0.4,,2022-10-30
e8ebef9a,Google Adwords,0.3,0.085,2022-10-11
177a2d46,Google Adwords,0.4,0.085,2022-10-24
db828fa1,Google Adwords,0.3,0.085,2022-10-07
49070d02,Facebook Ads,0.3,0.34,2022-10-13
4a93fcdd,Google Adwords,0.3,0.085,2022-10-14
e19cd445,Google Adwords,0.4,0.085,2022-10-23
e302503f,Google Adwords,0.3,0.085,2022-10-10
dad9e0a7,organic,0.4,,2022-10-23
c3ea0c6d,organic,0.4,,2022-10-24
1f70fda5,Facebook Ads,0.3,0.34,2022-10-15
960803c9,Google Adwords,0.4,0.085,2022-10-21
31b66ef0,Facebook Ads,0.3,0.34,2022-10-14
17b97006,Google Adwords,0.3,0.085,2022-10-09
a50fb9e0,Google Adwords,0.3,0.085,2022-10-04
ccd73940,Google Adwords,0.3,0.085,2022-10-05
7f3ce7b4,Facebook Ads,0.4,0.15,2022-10-22
7de9d2c0,Google Adwords,0.4,0.085,2022-10-21
77595406,organic,0.3,,2022-10-07
c26f1db7,organic,0.3,,2022-10-07
5b55f92f,Facebook Ads,0.3,0.34,2022-10-08
acce36e7,Google Adwords,0.3,0.085,2022-10-01
7d9a5dfd,Google Adwords,0.4,0.085,2022-10-25
cd027dc0,Facebook Ads,0.4,0.15,2022-10-25
e6167d25,Facebook Ads,0.4,0.15,2022-10-29
9a946a3b,Google Adwords,0.4,0.085,2022-10-23
51931944,organic,0.4,,2022-10-20
97bbb94c,Google Adwords,0.3,0.085,2022-10-14
71e04b7b,Facebook Ads,0.3,0.34,2022-10-12
52913912,Google Adwords,0.4,0.085,2022-10-17
db238a35,Google Adwords,0.3,0.085,2022-10-09
93681d58,Google Adwords,0.4,0.085,2022-10-16
f5417432,Google Adwords,0.4,0.085,2022-10-24
a7f86162,Google Adwords,0.4,0.085,2022-10-20
9b30a5c5,Google Adwords,0.4,0.085,2022-10-26
6c736099,Google Adwords,0.4,0.085,2022-10-24
8c0526be,Google Adwords,0.3,0.085,2022-10-14
4e79ae74,Google Adwords,0.3,0.085,2022-10-07
200c6538,Facebook Ads,0.3,0.34,2022-10-11
26beff9e,Facebook Ads,0.4,0.15,2022-10-24
a59e965b,organic,0.4,,2022-10-21
c119be60,Google Adwords,0.4,0.085,2022-10-28
88cfd0b3,Facebook Ads,0.4,0.15,2022-10-30
5ae57c72,Google Adwords,0.4,0.085,2022-10-21
b7fab359,Google Adwords,0.4,0.085,2022-10-20
d67529bb,Facebook Ads,0.3,0.34,2022-10-09
4fc691a4,Google Adwords,0.4,0.085,2022-10-26
4442e8b7,Facebook Ads,0.4,0.15,2022-10-16
d6665078,Google Adwords,0.3,0.085,2022-10-11
fb2051ac,Google Adwords,0.4,0.085,2022-10-27
d4944eab,Facebook Ads,0.3,0.34,2022-10-15
2313fa76,Google Adwords,0.3,0.085,2022-10-15
95b1375e,Facebook Ads,0.3,0.34,2022-10-10
ec990029,Facebook Ads,0.3,0.34,2022-10-03
017546b2,Google Adwords,0.3,0.085,2022-10-05
c3605a99,Facebook Ads,0.4,0.15,2022-10-29
7957b828,Google Adwords,0.4,0.085,2022-10-31
f551e100,Facebook Ads,0.3,0.34,2022-10-06
215502ab,Google Adwords,0.4,0.085,2022-10-17
1aaab3ce,Google Adwords,0.3,0.085,2022-10-11
d8f15d76,Google Adwords,0.4,0.085,2022-10-30
ac3c6892,organic,0.4,,2022-10-26
16d34a00,Google Adwords,0.4,0.085,2022-10-17
86825b61,Google Adwords,0.3,0.085,2022-10-13
841f6507,Facebook Ads,0.4,0.15,2022-10-31
3f2e4427,Google Adwords,0.4,0.085,2022-10-20
e9e4b697,Facebook Ads,0.4,0.15,2022-10-25
260c137f,Google Adwords,0.3,0.085,2022-10-08
dc398910,Google Adwords,0.4,0.085,2022-10-31
fba4e085,Facebook Ads,0.4,0.15,2022-10-30
f7a5b377,Google Adwords,0.3,0.085,2022-10-08
06fae463,Google Adwords,0.3,0.085,2022-10-14
119b3622,Google Adwords,0.3,0.085,2022-10-07
59314148,organic,0.4,,2022-10-28
b6ce42e2,Facebook Ads,0.4,0.15,2022-10-27
a4aa944e,Google Adwords,0.4,0.085,2022-10-30
65cf859e,Facebook Ads,0.3,0.34,2022-10-04
634defa6,Google Adwords,0.3,0.085,2022-10-15
9d469e57,Google Adwords,0.3,0.085,2022-10-03
417ab276,Google Adwords,0.3,0.085,2022-10-02
2071d3b2,organic,0.4,,2022-10-17
aa79e682,Facebook Ads,0.4,0.15,2022-10-21
f8ab681f,Facebook Ads,0.4,0.15,2022-10-19
6ddf6b4a,Google Adwords,0.3,0.085,2022-10-05
24263ecc,Google Adwords,0.3,0.085,2022-10-05
16a4a9da,Facebook Ads,0.4,0.15,2022-10-25
ce29e796,Facebook Ads,0.4,0.15,2022-10-16
c99a9dd9,Facebook Ads,0.4,0.15,2022-10-22
aaf1da38,Google Adwords,0.4,0.085,2022-10-16
b2cfe066,Facebook Ads,0.4,0.15,2022-10-18
cc8f842b,Facebook Ads,0.3,0.34,2022-10-04
6de8cd72,Google Adwords,0.4,0.085,2022-10-22
14582c72,Facebook Ads,0.4,0.15,2022-10-20
9aedb1cd,Google Adwords,0.3,0.085,2022-10-10
4546853d,Google Adwords,0.3,0.085,2022-10-01
032e1326,Facebook Ads,0.3,0.34,2022-10-06
8170b89d,Google Adwords,0.4,0.085,2022-10-29
d40e859f,Facebook Ads,0.3,0.34,2022-10-07
dc01e9ca,Google Adwords,0.3,0.085,2022-10-03
9d231d78,Google Adwords,0.3,0.085,2022-10-13
e9a89ec2,Google Adwords,0.3,0.085,2022-10-15
3b904157,Google Adwords,0.3,0.085,2022-10-14
99e05249,Facebook Ads,0.4,0.15,2022-10-16
95ecbab3,Google Adwords,0.4,0.085,2022-10-17
35c8332e,Google Adwords,0.4,0.085,2022-10-18
67b633db,Google Adwords,0.4,0.085,2022-10-19
c8b081d4,Google Adwords,0.4,0.085,2022-10-17
0116420d,Google Adwords,0.4,0.085,2022-10-20
f77075cf,Facebook Ads,0.3,0.34,2022-10-06
3440fc32,Facebook Ads,0.3,0.34,2022-10-09
5341a27f,Facebook Ads,0.3,0.34,2022-10-09
1d1b279f,Facebook Ads,0.4,0.15,2022-10-31
ccac808a,Facebook Ads,0.3,0.34,2022-10-02
d4e13a6f,Google Adwords,0.4,0.085,2022-10-16
24c38d4d,Google Adwords,0.3,0.085,2022-10-14
9f70bd30,Google Adwords,0.3,0.085,2022-10-01
44ad038a,Google Adwords,0.4,0.085,2022-10-28
10154dca,organic,0.4,,2022-10-23
ee73e200,Google Adwords,0.3,0.085,2022-10-09
003ccc5a,Facebook Ads,0.3,0.34,2022-10-11
651d4881,Facebook Ads,0.4,0.15,2022-10-17
58f41e71,Facebook Ads,0.3,0.34,2022-10-01
6dcd42d1,Facebook Ads,0.4,0.15,2022-10-22
254f975a,organic,0.4,,2022-10-18
8cb532e6,Google Adwords,0.3,0.085,2022-10-11
08d173cd,organic,0.3,,2022-10-10
5d73f7d9,Google Adwords,0.4,0.085,2022-10-16
5f903f70,Google Adwords,0.4,0.085,2022-10-16
d87d1983,Google Adwords,0.4,0.085,2022-10-30
c9daf137,organic,0.4,,2022-10-26
c48ef1b9,Google Adwords,0.3,0.085,2022-10-14
3532726c,organic,0.3,,2022-10-07
f19533d5,Google Adwords,0.3,0.085,2022-10-12
5676465a,organic,0.4,,2022-10-30
a8c60b4a,Facebook Ads,0.3,0.34,2022-10-05
040db53d,Google Adwords,0.4,0.085,2022-10-22
fa34b55f,Google Adwords,0.4,0.085,2022-10-27
d55e7ad4,Facebook Ads,0.3,0.34,2022-10-02
e5c18c2a,Facebook Ads,0.4,0.15,2022-10-24
0e995050,Facebook Ads,0.4,0.15,2022-10-18
974816d9,Facebook Ads,0.3,0.34,2022-10-09
63df604d,Google Adwords,0.3,0.085,2022-10-04
6c542171,Facebook Ads,0.3,0.34,2022-10-08
023cf264,Google Adwords,0.4,0.085,2022-10-29
68d1d737,Google Adwords,0.3,0.085,2022-10-11
fdc533e0,Google Adwords,0.4,0.085,2022-10-20
d9c74153,Facebook Ads,0.3,0.34,2022-10-09
a86ea39a,Facebook Ads,0.3,0.34,2022-10-14
bc72eda6,Facebook Ads,0.4,0.15,2022-10-22
1891ef8b,Google Adwords,0.4,0.085,2022-10-20
caac0379,Google Adwords,0.4,0.085,2022-10-24
97d8925c,Google Adwords,0.3,0.085,2022-10-09
332a97f5,Google Adwords,0.3,0.085,2022-10-08
7ebc8355,Google Adwords,0.4,0.085,2022-10-31
efa7749d,Facebook Ads,0.4,0.15,2022-10-24
4aefbb37,Google Adwords,0.3,0.085,2022-10-09
3ce1cbec,Google Adwords,0.3,0.085,2022-10-10
3f286529,Facebook Ads,0.3,0.34,2022-10-12
f5413fde,Google Adwords,0.3,0.085,2022-10-05
7e01529d,Facebook Ads,0.3,0.34,2022-10-06
9117994c,Facebook Ads,0.3,0.34,2022-10-07
ae00aef0,Google Adwords,0.4,0.085,2022-10-31
5b6458ac,Facebook Ads,0.4,0.15,2022-10-24
5de6b866,Google Adwords,0.4,0.085,2022-10-17
34720908,Google Adwords,0.3,0.085,2022-10-01
c80acf83,Google Adwords,0.4,0.085,2022-10-24
255c8cd2,Google Adwords,0.4,0.085,2022-10-25
1b8c0aeb,Google Adwords,0.4,0.085,2022-10-21
465aff0b,Google Adwords,0.4,0.085,2022-10-29
eabe75be,Google Adwords,0.4,0.085,2022-10-17
37091951,organic,0.4,,2022-10-16
81023c6f,Google Adwords,0.4,0.085,2022-10-20
6c3188a5,Facebook Ads,0.3,0.34,2022-10-08
72f04964,Facebook Ads,0.4,0.15,2022-10-20
42b832a3,Facebook Ads,0.3,0.34,2022-10-02
b51b9b3a,organic,0.4,,2022-10-30
642c1758,Google Adwords,0.3,0.085,2022-10-06
537d2322,Google Adwords,0.3,0.085,2022-10-06
5614e8a8,Google Adwords,0.4,0.085,2022-10-18
1be1a343,organic,0.4,,2022-10-17
7aac242c,Google Adwords,0.3,0.085,2022-10-04
c57ff459,Google Adwords,0.4,0.085,2022-10-25
12271605,Facebook Ads,0.4,0.15,2022-10-23
8d11faac,Google Adwords,0.4,0.085,2022-10-26
b1d0b2ee,Facebook Ads,0.3,0.34,2022-10-12
bfb60b96,Google Adwords,0.4,0.085,2022-10-25
fdf4dc45,Google Adwords,0.4,0.085,2022-10-24
2ccde27a,Google Adwords,0.3,0.085,2022-10-10
f0271694,organic,0.3,,2022-10-13
90e450ec,Facebook Ads,0.4,0.15,2022-10-21
ec96ad32,Google Adwords,0.3,0.085,2022-10-10
a3d88ac0,Facebook Ads,0.4,0.15,2022-10-30
2b1e121f,Google Adwords,0.4,0.085,2022-10-23
d3cfd483,Google Adwords,0.3,0.085,2022-10-06
f15ef5da,Google Adwords,0.4,0.085,2022-10-19
92eb5fb3,Google Adwords,0.4,0.085,2022-10-17
e8f9f605,Google Adwords,0.3,0.085,2022-10-11
496bf8d2,organic,0.3,,2022-10-11
8cf0e286,Google Adwords,0.4,0.085,2022-10-26
888ad3fa,Facebook Ads,0.4,0.15,2022-10-19
bcbc3561,Google Adwords,0.4,0.085,2022-10-31
944b42a5,Google Adwords,0.4,0.085,2022-10-30
88789b1a,organic,0.4,,2022-10-26
d295c303,Facebook Ads,0.4,0.15,2022-10-30
9c53e540,Google Adwords,0.3,0.085,2022-10-11
8c2f705b,organic,0.4,,2022-10-24
830eb5f6,Google Adwords,0.4,0.085,2022-10-16
f015572c,organic,0.3,,2022-10-15
12fdae0c,Facebook Ads,0.3,0.34,2022-10-10
c428a713,Google Adwords,0.3,0.085,2022-10-02
9f2ead59,Facebook Ads,0.4,0.15,2022-10-21
6450016b,Facebook Ads,0.3,0.34,2022-10-14
f935a60d,Google Adwords,0.4,0.085,2022-10-19
b605a442,Google Adwords,0.4,0.085,2022-10-21
5bd8182e,organic,0.3,,2022-10-07
e75810c6,Google Adwords,0.3,0.085,2022-10-14
99b5dd5f,Google Adwords,0.3,0.085,2022-10-02
f405d370,Google Adwords,0.4,0.085,2022-10-29
cb1bd709,Google Adwords,0.3,0.085,2022-10-11
63d2d71b,Google Adwords,0.3,0.085,2022-10-05
b0f5d28d,Google Adwords,0.4,0.085,2022-10-18
ba0a6295,Google Adwords,0.3,0.085,2022-10-10
f2bfcb6a,organic,0.4,,2022-10-19
4c6e96ac,organic,0.4,,2022-10-30
aa85eb88,Facebook Ads,0.3,0.34,2022-10-09
1792e576,Google Adwords,0.4,0.085,2022-10-29
ced7ebfa,Google Adwords,0.3,0.085,2022-10-03
1f721061,Facebook Ads,0.3,0.34,2022-10-10
25d955fc,Google Adwords,0.3,0.085,2022-10-08
edf28388,Google Adwords,0.3,0.085,2022-10-01
708ee468,Google Adwords,0.4,0.085,2022-10-31
7fb146c5,Google Adwords,0.4,0.085,2022-10-30
a22848cd,organic,0.3,,2022-10-02
e823605f,organic,0.4,,2022-10-23
ef8bf70d,Google Adwords,0.4,0.085,2022-10-21
4e60143c,Facebook Ads,0.3,0.34,2022-10-12
beed6e87,organic,0.4,,2022-10-17
fccee989,Google Adwords,0.4,0.085,2022-10-26
238d3a7c,Facebook Ads,0.4,0.15,2022-10-20
47a118c1,Google Adwords,0.4,0.085,2022-10-21
18dcb60d,Google Adwords,0.3,0.085,2022-10-06
ba352722,Google Adwords,0.4,0.085,2022-10-28
6880c227,Facebook Ads,0.4,0.15,2022-10-24
fbc04115,Facebook Ads,0.4,0.15,2022-10-23
28f64b0f,Facebook Ads,0.4,0.15,2022-10-16
37c97d88,Facebook Ads,0.3,0.34,2022-10-11
28772c35,Facebook Ads,0.4,0.15,2022-10-23
faf81251,Facebook Ads,0.4,0.15,2022-10-29
824c361a,Google Adwords,0.4,0.085,2022-10-23
1a1c2f45,Google Adwords,0.3,0.085,2022-10-13
9ab72e1a,Google Adwords,0.4,0.085,2022-10-30
4e4ea995,Google Adwords,0.3,0.085,2022-10-10
0b3bfc0c,organic,0.3,,2022-10-04
00e3e3c1,Google Adwords,0.3,0.085,2022-10-04
cb458404,organic,0.3,,2022-10-09
2ac48181,Google Adwords,0.4,0.085,2022-10-30
ccd20c30,Google Adwords,0.4,0.085,2022-10-28
7bc48509,Facebook Ads,0.4,0.15,2022-10-19
66fc6c62,Facebook Ads,0.4,0.15,2022-10-31
87f32fab,Facebook Ads,0.4,0.15,2022-10-27
ffff2b28,Google Adwords,0.3,0.085,2022-10-11
b82fafe8,organic,0.3,,2022-10-01
400df432,organic,0.3,,2022-10-02
889f65e6,Google Adwords,0.4,0.085,2022-10-22
fdda4e3e,Google Adwords,0.4,0.085,2022-10-21
3f6c1b87,Google Adwords,0.3,0.085,2022-10-14
3ef3d556,Google Adwords,0.3,0.085,2022-10-15
82f09602,Google Adwords,0.4,0.085,2022-10-25
e43e9fb2,Facebook Ads,0.3,0.34,2022-10-04
aeb202b4,Facebook Ads,0.4,0.15,2022-10-30
cc6fa81f,Facebook Ads,0.3,0.34,2022-10-01
e79dfb1e,Google Adwords,0.3,0.085,2022-10-05
866d3abc,organic,0.3,,2022-10-10
5324f4c3,Facebook Ads,0.3,0.34,2022-10-02
10fe1de2,Google Adwords,0.3,0.085,2022-10-14
d3135efe,Google Adwords,0.3,0.085,2022-10-11
258fe3a8,Facebook Ads,0.4,0.15,2022-10-27
1eefb79a,Facebook Ads,0.3,0.34,2022-10-15
cd8927ff,Google Adwords,0.3,0.085,2022-10-02
591d615b,Google Adwords,0.3,0.085,2022-10-03
c18de7cf,Facebook Ads,0.3,0.34,2022-10-08
82d4f2e1,Google Adwords,0.3,0.085,2022-10-05
8fb70d0d,Google Adwords,0.3,0.085,2022-10-14
2ebc029b,Google Adwords,0.4,0.085,2022-10-23
8b18f52f,Google Adwords,0.4,0.085,2022-10-29
6416ae30,Google Adwords,0.3,0.085,2022-10-09
c96cbd6b,Facebook Ads,0.3,0.34,2022-10-11
8ee8e415,Facebook Ads,0.4,0.15,2022-10-27
5b14ea00,Google Adwords,0.3,0.085,2022-10-10
a01bb0c9,Google Adwords,0.3,0.085,2022-10-12
7b18053b,Google Adwords,0.3,0.085,2022-10-01
bdc33aa5,Facebook Ads,0.3,0.34,2022-10-01
40f96339,organic,0.3,,2022-10-08
59ad9454,Google Adwords,0.4,0.085,2022-10-18
ba7a7d3e,Facebook Ads,0.4,0.15,2022-10-28
f116c6ae,Facebook Ads,0.4,0.15,2022-10-22
e4067959,Facebook Ads,0.4,0.15,2022-10-26
bf55393d,Google Adwords,0.3,0.085,2022-10-15
a3c175eb,Google Adwords,0.4,0.085,2022-10-21
cb78bf33,Facebook Ads,0.3,0.34,2022-10-15
f042dcbc,Google Adwords,0.4,0.085,2022-10-29
af32cf65,organic,0.3,,2022-10-07
8d11d519,Facebook Ads,0.4,0.15,2022-10-28
455a1389,Google Adwords,0.3,0.085,2022-10-03
8ee65998,Google Adwords,0.3,0.085,2022-10-04
f45f4f37,Google Adwords,0.3,0.085,2022-10-09
0c5f3b33,Google Adwords,0.4,0.085,2022-10-30
4ce6b55a,organic,0.4,,2022-10-19
cec83400,Facebook Ads,0.4,0.15,2022-10-22
18029b48,Facebook Ads,0.4,0.15,2022-10-18
362be835,organic,0.3,,2022-10-13
520c9000,Facebook Ads,0.4,0.15,2022-10-22
05a43aa4,Google Adwords,0.3,0.085,2022-10-08
345a4b8f,Google Adwords,0.4,0.085,2022-10-27
82b37e8c,Facebook Ads,0.3,0.34,2022-10-03
2ba82c57,Facebook Ads,0.3,0.34,2022-10-10
2c0318f5,Google Adwords,0.4,0.085,2022-10-31
1ea19e80,Google Adwords,0.4,0.085,2022-10-25
99e899ee,Facebook Ads,0.4,0.15,2022-10-18
a652b48e,Google Adwords,0.4,0.085,2022-10-18
b073d524,Facebook Ads,0.3,0.34,2022-10-04
cf4dbfbc,organic,0.3,,2022-10-02
77af4b79,Google Adwords,0.4,0.085,2022-10-25
b9561ba5,Google Adwords,0.3,0.085,2022-10-12
854c7009,Google Adwords,0.3,0.085,2022-10-11
c51f4f74,Google Adwords,0.4,0.085,2022-10-25
e585fd6a,Google Adwords,0.4,0.085,2022-10-16
8b476452,Facebook Ads,0.4,0.15,2022-10-17
39523873,Google Adwords,0.3,0.085,2022-10-11
ef2cbc9f,Facebook Ads,0.3,0.34,2022-10-15
9e621076,Facebook Ads,0.3,0.34,2022-10-02
fc7b565b,Facebook Ads,0.3,0.34,2022-10-05
dc4585e3,Google Adwords,0.4,0.085,2022-10-16
5bd1f37d,Google Adwords,0.3,0.085,2022-10-06
2e539abb,Facebook Ads,0.4,0.15,2022-10-24
d586fb00,Google Adwords,0.4,0.085,2022-10-17
e222ddfa,Facebook Ads,0.3,0.34,2022-10-13
f86dd1ef,Google Adwords,0.3,0.085,2022-10-03
9e370e31,Google Adwords,0.3,0.085,2022-10-13
2768de31,Google Adwords,0.4,0.085,2022-10-28
4714987d,Google Adwords,0.3,0.085,2022-10-04
34d2c11d,Facebook Ads,0.4,0.15,2022-10-24
813b4b21,Google Adwords,0.3,0.085,2022-10-12
a9962a1a,Google Adwords,0.3,0.085,2022-10-12
478f2320,Google Adwords,0.3,0.085,2022-10-02
89260768,Google Adwords,0.4,0.085,2022-10-28
8c464c50,Google Adwords,0.4,0.085,2022-10-18
58adc2c7,Google Adwords,0.3,0.085,2022-10-11
bc9ffe7a,Google Adwords,0.4,0.085,2022-10-25
a2ba37fb,organic,0.3,,2022-10-02
2644e3c7,Google Adwords,0.4,0.085,2022-10-29
58d4fdc5,Google Adwords,0.3,0.085,2022-10-05
